ENCFF603OCV.bed.gz,YY1  
ENCFF883POK.bed.gz,H3K4me3  
ENCFF564SKI.bed.gz,H3K4me1  
ENCFF409HTF.bed.gz,H3K4me1  
ENCFF768CFB.bed.gz,H3K36me3  
ENCFF651CZY.bed.gz,H3K4me3  
ENCFF001XIH.bed.gz,H3K4me3  
ENCFF556RFA.bed.gz,H2AFZ  
ENCFF328FTQ.bed.gz,H3K27me3  
ENCFF842QCW.bed.gz,H3K4me2  
ENCFF001VCU.bed.gz,H3K27ac  
ENCFF759UNB.bed.gz,POLR2A  
ENCFF666OTW.bed.gz,H3K27me3  
ENCFF159NYF.bed.gz,H3K27ac  
ENCFF432LUC.bed.gz,H3K36me3  
ENCFF510AWX.bed.gz,H4K20me1  
ENCFF001SYC.bed.gz,H3K79me2  
ENCFF871NTQ.bed.gz,EP300  
ENCFF001XAG.bed.gz,H3K36me3  
ENCFF001SXW.bed.gz,H3K27ac  
ENCFF325MNK.bed.gz,H3K4me1  
ENCFF637JPV.bed.gz,POLR2A  
ENCFF392WNX.bed.gz,H3K27me3  
ENCFF925KRY.bed.gz,RAD21  
ENCFF001UOQ.bed.gz,POLR2AphosphoS5  
ENCFF736XRS.bed.gz,H3K4me3  
ENCFF001SXD.bed.gz,H3K9ac  
ENCFF119LSM.bed.gz,EP300  
ENCFF251HDD.bed.gz,H4K20me1  
ENCFF286XLB.bed.gz,H3K4me1  
ENCFF642SRF.bed.gz,H3K9me3  
ENCFF458OIG.bed.gz,H3K79me2  
ENCFF770RLT.bed.gz,H3K27me3  
ENCFF541QXV.bed.gz,H3K36me3  
ENCFF921NZW.bed.gz,H2AFZ  
ENCFF135RQS.bed.gz,H3K9me3  
ENCFF001WYU.bed.gz,H3K4me3  
ENCFF683MJC.bed.gz,H3K27ac  
ENCFF120IBW.bed.gz,H3K27me3  
ENCFF591SSR.bed.gz,H3K36me3  
ENCFF316JIK.bed.gz,H3K9me3  
ENCFF316HBY.bed.gz,H3K36me3  
ENCFF869WOS.bed.gz,H2AFZ  
ENCFF066IMO.bed.gz,H3K9ac  
ENCFF001WZH.bed.gz,H3K27me3  
ENCFF419JUG.bed.gz,H3K36me3  
ENCFF056XJN.bed.gz,H3K4me1  
ENCFF679ZEK.bed.gz,H3K79me2  
ENCFF001XKC.bed.gz,H3K4me3  
ENCFF035BJS.bed.gz,H3K4me2  
ENCFF758EWN.bed.gz,H3K27ac  
ENCFF386JWX.bed.gz,H3K27ac  
ENCFF042UAX.bed.gz,H2AFZ  
ENCFF801BZV.bed.gz,H3K4me3  
ENCFF840SJB.bed.gz,H3K4me1  
ENCFF721MPC.bed.gz,H3K9me3  
ENCFF642MPW.bed.gz,H3K9me3  
ENCFF443NFW.bed.gz,H3K9me3  
ENCFF440WLT.bed.gz,H3K27me3  
ENCFF983JBZ.bed.gz,H3K4me1  
ENCFF385MIU.bed.gz,H2AFZ  
ENCFF787FOM.bed.gz,H3K4me3  
ENCFF848KJJ.bed.gz,H3K36me3  
ENCFF233NNT.bed.gz,H3K36me3  
ENCFF081ZWG.bed.gz,H3K27me3  
ENCFF448RNR.bed.gz,H3K9ac  
ENCFF822OTY.bed.gz,POLR2A  
ENCFF144QBF.bed.gz,H3K36me3  
ENCFF712TLI.bed.gz,H2AFZ  
ENCFF113UYE.bed.gz,H3K36me3  
ENCFF546KFH.bed.gz,H3K27me3  
ENCFF530UDU.bed.gz,H3K4me3  
ENCFF361KJL.bed.gz,H3K27me3  
ENCFF687RHA.bed.gz,H3K79me2  
ENCFF839HSN.bed.gz,H3K27ac  
ENCFF259OAC.bed.gz,H2AFZ  
ENCFF001UEH.bed.gz,RAD21  
ENCFF927JDY.bed.gz,H3K27ac  
ENCFF498AQJ.bed.gz,H3K9me3  
ENCFF749ZAL.bed.gz,H3K4me1  
ENCFF459ESD.bed.gz,H3K4me3  
ENCFF274EWP.bed.gz,POLR2A  
ENCFF577MXJ.bed.gz,H3K36me3  
ENCFF941HTV.bed.gz,H3K4me3  
ENCFF145NMU.bed.gz,EP300  
ENCFF476RII.bed.gz,EP300  
ENCFF622EDV.bed.gz,H3K4me1  
ENCFF001SYO.bed.gz,H3K4me3  
ENCFF190YOR.bed.gz,H3K27ac  
ENCFF001XFC.bed.gz,H3K36me3  
ENCFF660UXD.bed.gz,H3K9me3  
ENCFF520BGG.bed.gz,H3K4me3  
ENCFF119JPA.bed.gz,H3K27me3  
ENCFF001XHO.bed.gz,H3K4me3  
ENCFF966OGQ.bed.gz,H2AFZ  
ENCFF387SID.bed.gz,H3K4me3  
ENCFF067QDH.bed.gz,H2AFZ  
ENCFF641AGA.bed.gz,H3K9ac  
ENCFF619BMQ.bed.gz,H3K27ac  
ENCFF002EMV.bed.gz,H3K27ac  
ENCFF864RAP.bed.gz,H2AFZ  
ENCFF578OSN.bed.gz,H3K79me2  
ENCFF583WEU.bed.gz,H3K9me3  
ENCFF048FYI.bed.gz,H3K9ac  
ENCFF160DPN.bed.gz,H3K27me3  
ENCFF232XJA.bed.gz,H3K4me3  
ENCFF579EQD.bed.gz,H3K36me3  
ENCFF540TNH.bed.gz,H3K79me2  
ENCFF656MAV.bed.gz,H3K9ac  
ENCFF785WYE.bed.gz,H3K36me3  
ENCFF020UNT.bed.gz,H3K4me3  
ENCFF315HWT.bed.gz,H3K36me3  
ENCFF687ZLF.bed.gz,H2AFZ  
ENCFF349TIH.bed.gz,H3K9me3  
ENCFF186HVC.bed.gz,H3K36me3  
ENCFF505THV.bed.gz,H3K27ac  
ENCFF963JRU.bed.gz,H3K9ac  
ENCFF001TBA.bed.gz,H3K27me3  
ENCFF001VHB.bed.gz,RAD21  
ENCFF001UIT.bed.gz,POLR2AphosphoS5  
ENCFF918UFN.bed.gz,H3K4me3  
ENCFF001TVM.bed.gz,RAD21  
ENCFF659SNZ.bed.gz,H3K4me1  
ENCFF909UTX.bed.gz,H3K9me3  
ENCFF317HVI.bed.gz,H3K4me3  
ENCFF275ZGG.bed.gz,H3K36me3  
ENCFF098UVS.bed.gz,H3K27me3  
ENCFF002EMR.bed.gz,RAD21  
ENCFF002EMP.bed.gz,RAD21  
ENCFF521VVK.bed.gz,H3K27ac  
ENCFF001TYJ.bed.gz,POLR2A  
ENCFF001XAR.bed.gz,H3K4me3  
ENCFF775EAX.bed.gz,H3K4me3  
ENCFF524RTF.bed.gz,H3K4me3  
ENCFF965XKX.bed.gz,H3K27ac  
ENCFF168FDK.bed.gz,H3K36me3  
ENCFF495TAN.bed.gz,EP300  
ENCFF052MDZ.bed.gz,YY1  
ENCFF770CJD.bed.gz,H4K20me1  
ENCFF300HPP.bed.gz,H3K4me3  
ENCFF001UHA.bed.gz,EP300  
ENCFF121ELD.bed.gz,H3K4me3  
ENCFF776OQM.bed.gz,H3K4me1  
ENCFF865SVS.bed.gz,H3K9me3  
ENCFF841OVS.bed.gz,H3K27ac  
ENCFF499KEH.bed.gz,H3K9ac  
ENCFF522DMU.bed.gz,H3K4me3  
ENCFF001XIC.bed.gz,H3K4me3  
ENCFF051ZDX.bed.gz,H3K27me3  
ENCFF386SWQ.bed.gz,H3K27me3  
ENCFF367GGX.bed.gz,POLR2A  
ENCFF354BXS.bed.gz,H3K4me2  
ENCFF559IEP.bed.gz,H3K4me1  
ENCFF087WUA.bed.gz,H3K4me1  
ENCFF787ITI.bed.gz,H3K27ac  
ENCFF817RNI.bed.gz,H3K36me3  
ENCFF167UCC.bed.gz,EP300  
ENCFF001UDH.bed.gz,POLR2AphosphoS5  
ENCFF506MJX.bed.gz,H3K27ac  
ENCFF849ACD.bed.gz,H3K27me3  
ENCFF502HJP.bed.gz,H3K9me3  
ENCFF787BOJ.bed.gz,H3K27me3  
ENCFF627TIZ.bed.gz,H3K4me2  
ENCFF637VND.bed.gz,H3K9me3  
ENCFF675ZBJ.bed.gz,H3K9me3  
ENCFF462GHD.bed.gz,EP300  
ENCFF001XFI.bed.gz,H3K4me3  
ENCFF298QJB.bed.gz,POLR2AphosphoS5  
ENCFF728URH.bed.gz,H3K36me3  
ENCFF553ATS.bed.gz,H3K27me3  
ENCFF001XHC.bed.gz,H3K4me3  
ENCFF309ZHC.bed.gz,H3K9me3  
ENCFF469LYH.bed.gz,H3K27ac  
ENCFF804WVN.bed.gz,H3K79me2  
ENCFF001XHK.bed.gz,H3K4me3  
ENCFF001WXN.bed.gz,H3K4me3  
ENCFF767AKC.bed.gz,POLR2AphosphoS5  
ENCFF002EMZ.bed.gz,H3K4me1  
ENCFF940TNN.bed.gz,POLR2A  
ENCFF428WVA.bed.gz,H3K27ac  
ENCFF666PHA.bed.gz,H3K4me1  
ENCFF168KNA.bed.gz,H3K4me3  
ENCFF448CLX.bed.gz,H3K4me3  
ENCFF001XCY.bed.gz,H3K36me3  
ENCFF806SSK.bed.gz,H3K27ac  
ENCFF158PRB.bed.gz,POLR2A  
ENCFF551UHB.bed.gz,H3K36me3  
ENCFF648PYP.bed.gz,H3K9me3  
ENCFF601EJI.bed.gz,H3K27me3  
ENCFF001TBR.bed.gz,H3K9ac  
ENCFF474MWR.bed.gz,H3K4me2  
ENCFF759KEM.bed.gz,H3K27ac  
ENCFF890KMK.bed.gz,H4K20me1  
ENCFF930DAJ.bed.gz,H3K27ac  
ENCFF970TRV.bed.gz,H3K27me3  
ENCFF207PRF.bed.gz,H3K4me1  
ENCFF700SOH.bed.gz,H3K4me3  
ENCFF721JKO.bed.gz,H3K4me1  
ENCFF001XJA.bed.gz,H3K4me3  
ENCFF921OWV.bed.gz,H3K4me3  
ENCFF980ALB.bed.gz,H3K79me2  
ENCFF483SGP.bed.gz,H3K4me1  
ENCFF941RVF.bed.gz,H3K36me3  
ENCFF001XFQ.bed.gz,H3K4me3  
ENCFF847PLW.bed.gz,POLR2AphosphoS5  
ENCFF970AHP.bed.gz,H3K27me3  
ENCFF779BOL.bed.gz,H3K9me3  
ENCFF059VOH.bed.gz,H3K9me3  
ENCFF750ICV.bed.gz,H3K27ac  
ENCFF270DBZ.bed.gz,H3K4me1  
ENCFF866OCD.bed.gz,H2AFZ  
ENCFF459PYT.bed.gz,H3K36me3  
ENCFF734PEB.bed.gz,H3K4me3  
ENCFF533OQE.bed.gz,H3K4me3  
ENCFF089RQD.bed.gz,H3K27ac  
ENCFF074CZH.bed.gz,H3K9ac  
ENCFF684GVN.bed.gz,EP300  
ENCFF194AYL.bed.gz,H3K4me3  
ENCFF821GNB.bed.gz,EP300  
ENCFF001UPS.bed.gz,REST  
ENCFF733GIS.bed.gz,H3K4me2  
ENCFF903OJB.bed.gz,H3K27ac  
ENCFF229EUB.bed.gz,H3K4me1  
ENCFF002CKY.bed.gz,RAD21  
ENCFF035UIJ.bed.gz,EP300  
ENCFF279PSG.bed.gz,H3K27ac  
ENCFF547KSS.bed.gz,H3K27me3  
ENCFF001XJE.bed.gz,H3K4me3  
ENCFF709XFW.bed.gz,H4K20me1  
ENCFF109VMO.bed.gz,POLR2A  
ENCFF656WXD.bed.gz,POLR2A  
ENCFF605DMG.bed.gz,H4K20me1  
ENCFF691HWQ.bed.gz,H3K9ac  
ENCFF182VVP.bed.gz,H3K9me3  
ENCFF468MMV.bed.gz,H3K9me3  
ENCFF586XUN.bed.gz,H3K27ac  
ENCFF845DVI.bed.gz,POLR2AphosphoS5  
ENCFF157TNQ.bed.gz,H3K27ac  
ENCFF764OCH.bed.gz,H3K4me3  
ENCFF921XLO.bed.gz,H3K4me1  
ENCFF495DAO.bed.gz,H3K27me3  
ENCFF506XWQ.bed.gz,EP300  
ENCFF810ETA.bed.gz,H3K27ac  
ENCFF538OVI.bed.gz,H3K9me3  
ENCFF155QSY.bed.gz,H3K36me3  
ENCFF758RFO.bed.gz,H3K9me3  
ENCFF393NLP.bed.gz,H3K9me3  
ENCFF923FKQ.bed.gz,H2AFZ  
ENCFF638HQY.bed.gz,H3K27ac  
ENCFF001UTD.bed.gz,POLR2A  
ENCFF957ZLA.bed.gz,POLR2A  
ENCFF287YCB.bed.gz,H3K4me1  
ENCFF001XEC.bed.gz,H3K4me3  
ENCFF001TVG.bed.gz,REST  
ENCFF001TCV.bed.gz,H3K4me3  
ENCFF096XKZ.bed.gz,H3K27me3  
ENCFF270RLY.bed.gz,EP300  
ENCFF621KLV.bed.gz,REST  
ENCFF377MDK.bed.gz,H3K4me1  
ENCFF314KRH.bed.gz,H2AFZ  
ENCFF001XEK.bed.gz,H3K27me3  
ENCFF655WXZ.bed.gz,H3K27ac  
ENCFF001TCT.bed.gz,H3K9ac  
ENCFF548UHR.bed.gz,POLR2A  
ENCFF962HQH.bed.gz,H3K4me1  
ENCFF692XER.bed.gz,H3K27ac  
ENCFF511HPE.bed.gz,H3K4me1  
ENCFF001WZV.bed.gz,H3K27me3  
ENCFF713DDN.bed.gz,H3K9me3  
ENCFF687HQC.bed.gz,H3K4me3  
ENCFF325VGL.bed.gz,POLR2A  
ENCFF423CKN.bed.gz,EP300  
ENCFF317BAJ.bed.gz,H2AFZ  
ENCFF582WOP.bed.gz,H3K9me3  
ENCFF002ENH.bed.gz,H3K4me3  
ENCFF059JSV.bed.gz,H3K27me3  
ENCFF001UAQ.bed.gz,YY1  
ENCFF731ZLL.bed.gz,H3K27me3  
ENCFF303IWT.bed.gz,H3K4me3  
ENCFF001WVM.bed.gz,H3K4me3  
ENCFF925KOJ.bed.gz,H3K4me3  
ENCFF430SDP.bed.gz,H3K36me3  
ENCFF841GLJ.bed.gz,H3K4me3  
ENCFF247VUO.bed.gz,H3K27me3  
ENCFF211WEH.bed.gz,H3K27ac  
ENCFF406GXU.bed.gz,POLR2A  
ENCFF982QSW.bed.gz,H3K4me3  
ENCFF152JEO.bed.gz,POLR2AphosphoS5  
ENCFF817OVB.bed.gz,EP300  
ENCFF002HBC.bed.gz,H3K4me1  
ENCFF985EJC.bed.gz,H3K27me3  
ENCFF843OBW.bed.gz,H3K9ac  
ENCFF608WWL.bed.gz,POLR2A  
ENCFF001XKE.bed.gz,H3K4me3  
ENCFF987INA.bed.gz,POLR2AphosphoS5  
ENCFF605FCR.bed.gz,H3K4me2  
ENCFF986TTQ.bed.gz,POLR2A  
ENCFF930ESH.bed.gz,H3K36me3  
ENCFF703BON.bed.gz,H3K4me1  
ENCFF886JSY.bed.gz,H3K4me3  
ENCFF001XCG.bed.gz,H3K4me3  
ENCFF240LOG.bed.gz,H3K4me2  
ENCFF865HDE.bed.gz,H3K4me3  
ENCFF832IFU.bed.gz,H3K9me3  
ENCFF466NQO.bed.gz,H4K20me1  
ENCFF461EJN.bed.gz,POLR2A  
ENCFF001SXA.bed.gz,H3K4me2  
ENCFF793SKE.bed.gz,H3K4me3  
ENCFF725HKP.bed.gz,POLR2AphosphoS5  
ENCFF001XKA.bed.gz,H3K4me3  
ENCFF400PXF.bed.gz,POLR2AphosphoS5  
ENCFF001SXH.bed.gz,H2AFZ  
ENCFF450NDU.bed.gz,POLR2AphosphoS5  
ENCFF910HUD.bed.gz,H3K4me3  
ENCFF188CCQ.bed.gz,H3K4me2  
ENCFF257ZLJ.bed.gz,H3K9me3  
ENCFF345RZH.bed.gz,H3K36me3  
ENCFF151IYM.bed.gz,H3K9ac  
ENCFF777SQH.bed.gz,H3K9ac  
ENCFF300HAP.bed.gz,H2AFZ  
ENCFF200PQB.bed.gz,H3K4me2  
ENCFF001UFA.bed.gz,POLR2A  
ENCFF455DWO.bed.gz,H3K9me3  
ENCFF677RGJ.bed.gz,H3K4me1  
ENCFF772UWM.bed.gz,POLR2A  
ENCFF792CZM.bed.gz,H3K4me2  
ENCFF653LSG.bed.gz,H3K36me3  
ENCFF001UEY.bed.gz,REST  
ENCFF951LKO.bed.gz,H3K79me2  
ENCFF447CLK.bed.gz,H3K4me3  
ENCFF072YOD.bed.gz,H3K36me3  
ENCFF001XFH.bed.gz,H3K4me3  
ENCFF797DHQ.bed.gz,H3K36me3  
ENCFF759WBY.bed.gz,H3K27ac  
ENCFF505QNC.bed.gz,H3K27ac  
ENCFF006XPT.bed.gz,H3K4me1  
ENCFF635ZJX.bed.gz,H3K36me3  
ENCFF946QAL.bed.gz,H3K36me3  
ENCFF830CSU.bed.gz,RAD21  
ENCFF159JKE.bed.gz,H3K27ac  
ENCFF473BTY.bed.gz,H2AFZ  
ENCFF052MHA.bed.gz,H3K9ac  
ENCFF111LMR.bed.gz,H3K9me3  
ENCFF096XCS.bed.gz,H3K36me3  
ENCFF501BBY.bed.gz,H3K4me1  
ENCFF001TIJ.bed.gz,POLR2A  
ENCFF001UQN.bed.gz,YY1  
ENCFF451GFT.bed.gz,POLR2AphosphoS5  
ENCFF543QRY.bed.gz,REST  
ENCFF777CVA.bed.gz,EP300  
ENCFF136CFI.bed.gz,H3K9me3  
ENCFF346YCT.bed.gz,H3K79me2  
ENCFF314AXL.bed.gz,YY1  
ENCFF806PUU.bed.gz,H3K36me3  
ENCFF619WLR.bed.gz,H3K9me3  
ENCFF570UFJ.bed.gz,H3K27ac  
ENCFF415ESA.bed.gz,H2AFZ  
ENCFF756EXW.bed.gz,H3K9me3  
ENCFF396QYK.bed.gz,YY1  
ENCFF642UWE.bed.gz,H3K27me3  
ENCFF035GBT.bed.gz,H3K27ac  
ENCFF915XVA.bed.gz,H3K27me3  
ENCFF387CHH.bed.gz,H3K4me3  
ENCFF845JVQ.bed.gz,H3K36me3  
ENCFF559WCP.bed.gz,EP300  
ENCFF941MON.bed.gz,H3K27ac  
ENCFF237SJE.bed.gz,H3K4me3  
ENCFF001XBU.bed.gz,H3K4me3  
ENCFF194TUQ.bed.gz,H3K27me3  
ENCFF001UEZ.bed.gz,REST  
ENCFF001XHD.bed.gz,H3K4me3  
ENCFF704HVT.bed.gz,H3K4me2  
ENCFF237XAR.bed.gz,H3K4me3  
ENCFF584IAG.bed.gz,H3K36me3  
ENCFF001UBS.bed.gz,REST  
ENCFF618QXI.bed.gz,H3K4me3  
ENCFF001XAM.bed.gz,H3K36me3  
ENCFF001UQT.bed.gz,EP300  
ENCFF768BCL.bed.gz,H3K4me3  
ENCFF253IUX.bed.gz,H3K4me2  
ENCFF940YYT.bed.gz,H3K4me1  
ENCFF444KWJ.bed.gz,H3K9me3  
ENCFF094CSN.bed.gz,H4K20me1  
ENCFF295OBQ.bed.gz,H3K36me3  
ENCFF249HWZ.bed.gz,H3K9me3  
ENCFF164YIY.bed.gz,POLR2A  
ENCFF691AUY.bed.gz,H3K27ac  
ENCFF620OHK.bed.gz,H3K9me3  
ENCFF016BFY.bed.gz,H3K36me3  
ENCFF793WOV.bed.gz,REST  
ENCFF913SVR.bed.gz,H3K9me3  
ENCFF331TMT.bed.gz,H3K27ac  
ENCFF001UEF.bed.gz,POLR2AphosphoS5  
ENCFF770THI.bed.gz,H3K4me3  
ENCFF323BRK.bed.gz,H2AFZ  
ENCFF628UBC.bed.gz,POLR2A  
ENCFF290OIE.bed.gz,H3K27me3  
ENCFF952PYT.bed.gz,H3K4me1  
ENCFF005KTU.bed.gz,H2AFZ  
ENCFF480XBZ.bed.gz,H3K27me3  
ENCFF001SWD.bed.gz,H4K20me1  
ENCFF642PNJ.bed.gz,YY1  
ENCFF062OWA.bed.gz,H3K27ac  
ENCFF725PWV.bed.gz,H3K9me3  
ENCFF653TYK.bed.gz,H3K9me3  
ENCFF304YNC.bed.gz,H3K79me2  
ENCFF408DFZ.bed.gz,H3K27ac  
ENCFF001XIV.bed.gz,H3K4me3  
ENCFF011CVS.bed.gz,H3K27me3  
ENCFF153RQJ.bed.gz,H3K79me2  
ENCFF957BZL.bed.gz,H3K36me3  
ENCFF001XGS.bed.gz,H3K36me3  
ENCFF612IAV.bed.gz,H3K4me3  
ENCFF838RVD.bed.gz,H3K4me3  
ENCFF669ZYA.bed.gz,H3K9me3  
ENCFF511JRO.bed.gz,H3K36me3  
ENCFF901OMB.bed.gz,H2AFZ  
ENCFF619ZWC.bed.gz,H3K27me3  
ENCFF514NHJ.bed.gz,H3K9me3  
ENCFF902EBG.bed.gz,H3K4me3  
ENCFF001XEA.bed.gz,H3K4me3  
ENCFF382QJG.bed.gz,POLR2A  
ENCFF175HSU.bed.gz,H3K36me3  
ENCFF442IZT.bed.gz,H3K27ac  
ENCFF001SYI.bed.gz,H3K9me3  
ENCFF323LWQ.bed.gz,H3K4me3  
ENCFF192XNZ.bed.gz,POLR2A  
ENCFF637OKJ.bed.gz,H3K4me1  
ENCFF671USK.bed.gz,H3K27me3  
ENCFF981BXX.bed.gz,H3K4me1  
ENCFF501FVS.bed.gz,H3K36me3  
ENCFF505FYP.bed.gz,POLR2AphosphoS5  
ENCFF531GRE.bed.gz,H3K4me1  
ENCFF724UMU.bed.gz,H3K4me1  
ENCFF532VDQ.bed.gz,EP300  
ENCFF960MPO.bed.gz,H3K4me3  
ENCFF869MLA.bed.gz,H3K36me3  
ENCFF001WWQ.bed.gz,H3K36me3  
ENCFF001XBZ.bed.gz,H3K4me3  
ENCFF214SYH.bed.gz,H3K4me1  
ENCFF650SIN.bed.gz,H3K4me3  
ENCFF116MTZ.bed.gz,REST  
ENCFF001TIG.bed.gz,POLR2A  
ENCFF525IYO.bed.gz,H3K36me3  
ENCFF001XCQ.bed.gz,H3K4me3  
ENCFF948KKV.bed.gz,H3K9me3  
ENCFF623NOQ.bed.gz,H3K9ac  
ENCFF850RJL.bed.gz,H3K9me3  
ENCFF779RLL.bed.gz,H3K4me1  
ENCFF728PTZ.bed.gz,H3K4me3  
ENCFF445SOF.bed.gz,H3K9me3  
ENCFF001STC.bed.gz,H3K27me3  
ENCFF001UBY.bed.gz,POLR2A  
ENCFF401PJP.bed.gz,POLR2A  
ENCFF617WND.bed.gz,H4K20me1  
ENCFF665XPM.bed.gz,H3K4me3  
ENCFF467DQG.bed.gz,EP300  
ENCFF604TPV.bed.gz,H3K4me2  
ENCFF874SPN.bed.gz,H3K4me3  
ENCFF405KLK.bed.gz,H3K4me1  
ENCFF931HZE.bed.gz,H3K27ac  
ENCFF501YYV.bed.gz,H3K27me3  
ENCFF187VZM.bed.gz,H3K9me3  
ENCFF976UAP.bed.gz,H3K9ac  
ENCFF743VGU.bed.gz,H3K36me3  
ENCFF222XPQ.bed.gz,EP300  
ENCFF002CNB.bed.gz,POLR2AphosphoS5  
ENCFF511WFI.bed.gz,H3K27me3  
ENCFF532ESX.bed.gz,H3K9ac  
ENCFF514PBK.bed.gz,H3K4me1  
ENCFF979IOQ.bed.gz,POLR2AphosphoS5  
ENCFF500HWL.bed.gz,H3K4me3  
ENCFF681KRK.bed.gz,H3K4me3  
ENCFF308QCX.bed.gz,H3K4me3  
ENCFF732WXK.bed.gz,H3K27me3  
ENCFF001WYT.bed.gz,H3K4me3  
ENCFF312QCH.bed.gz,H3K4me3  
ENCFF001XIA.bed.gz,H3K4me3  
ENCFF447DPM.bed.gz,H3K79me2  
ENCFF092KCB.bed.gz,POLR2AphosphoS5  
ENCFF351IWE.bed.gz,H3K9me3  
ENCFF662YQK.bed.gz,POLR2A  
ENCFF471JES.bed.gz,H3K27ac  
ENCFF128BUE.bed.gz,EP300  
ENCFF001WWN.bed.gz,H3K27me3  
ENCFF001UKS.bed.gz,POLR2AphosphoS5  
ENCFF915CTR.bed.gz,H3K27ac  
ENCFF922XRG.bed.gz,H4K20me1  
ENCFF550URY.bed.gz,RAD21  
ENCFF980HPT.bed.gz,POLR2AphosphoS5  
ENCFF105TKL.bed.gz,H3K4me1  
ENCFF070HBN.bed.gz,H3K9me3  
ENCFF124AMR.bed.gz,H3K4me2  
ENCFF661JOV.bed.gz,H3K9me3  
ENCFF001XEE.bed.gz,H3K4me3  
ENCFF991HKN.bed.gz,H3K27me3  
ENCFF121VDH.bed.gz,H3K4me1  
ENCFF184RGA.bed.gz,H3K9me3  
ENCFF101OIP.bed.gz,H3K9ac  
ENCFF979POM.bed.gz,H3K4me3  
ENCFF891VEC.bed.gz,H3K79me2  
ENCFF001XHP.bed.gz,H3K27me3  
ENCFF823KVB.bed.gz,H3K4me3  
ENCFF210KUJ.bed.gz,H3K9me3  
ENCFF932CSV.bed.gz,REST  
ENCFF400IIQ.bed.gz,H3K4me3  
ENCFF002CJG.bed.gz,RAD21  
ENCFF879SHG.bed.gz,POLR2A  
ENCFF010OHK.bed.gz,REST  
ENCFF244HYP.bed.gz,H3K9ac  
ENCFF001XEU.bed.gz,H3K4me3  
ENCFF245OXU.bed.gz,H3K9me3  
ENCFF078RBU.bed.gz,H3K27me3  
ENCFF001SUO.bed.gz,H3K9ac  
ENCFF801WND.bed.gz,H3K4me3  
ENCFF691ETN.bed.gz,H3K36me3  
ENCFF759IMP.bed.gz,H3K4me1  
ENCFF772AOQ.bed.gz,H3K27me3  
ENCFF556UWN.bed.gz,H3K4me2  
ENCFF218NDT.bed.gz,H3K4me1  
ENCFF380INR.bed.gz,H3K4me3  
ENCFF002CNS.bed.gz,YY1  
ENCFF535RGW.bed.gz,YY1  
ENCFF353QWL.bed.gz,H3K4me3  
ENCFF501YCY.bed.gz,RAD21  
ENCFF906UPL.bed.gz,H3K4me3  
ENCFF994JYL.bed.gz,H3K79me2  
ENCFF979BJT.bed.gz,YY1  
ENCFF001USD.bed.gz,POLR2A  
ENCFF002CLI.bed.gz,YY1  
ENCFF432WNX.bed.gz,H3K4me1  
ENCFF001SUQ.bed.gz,H4K20me1  
ENCFF693FLN.bed.gz,POLR2A  
ENCFF778DJJ.bed.gz,H3K9me3  
ENCFF043ACH.bed.gz,H3K9ac  
ENCFF001TZP.bed.gz,YY1  
ENCFF001TAI.bed.gz,H2AFZ  
ENCFF412KGW.bed.gz,H3K27ac  
ENCFF376IOU.bed.gz,H3K4me3  
ENCFF752URW.bed.gz,H3K27ac  
ENCFF651SDF.bed.gz,H3K9me3  
ENCFF558QIW.bed.gz,H3K27ac  
ENCFF001WUR.bed.gz,H3K4me3  
ENCFF234MNW.bed.gz,H3K27ac  
ENCFF117HMN.bed.gz,H3K27ac  
ENCFF465CRG.bed.gz,H3K4me1  
ENCFF392BQI.bed.gz,H3K79me2  
ENCFF179EGK.bed.gz,POLR2A  
ENCFF710ISA.bed.gz,H3K36me3  
ENCFF220DPK.bed.gz,H2AFZ  
ENCFF002CRD.bed.gz,RAD21  
ENCFF944PYD.bed.gz,H3K79me2  
ENCFF613ORD.bed.gz,H3K4me3  
ENCFF001TAK.bed.gz,H3K4me2  
ENCFF571RVN.bed.gz,H3K9me3  
ENCFF325QGS.bed.gz,H3K4me3  
ENCFF001XAD.bed.gz,H3K36me3  
ENCFF562OPP.bed.gz,H3K27ac  
ENCFF484KTY.bed.gz,EP300  
ENCFF285VJN.bed.gz,H3K4me3  
ENCFF885PLR.bed.gz,H3K36me3  
ENCFF001UOC.bed.gz,REST  
ENCFF100JMN.bed.gz,YY1  
ENCFF063JGI.bed.gz,H2AFZ  
ENCFF179HWT.bed.gz,H3K27me3  
ENCFF674BQW.bed.gz,H3K4me3  
ENCFF903OKN.bed.gz,POLR2AphosphoS5  
ENCFF388AIG.bed.gz,H3K27me3  
ENCFF157PBO.bed.gz,POLR2A  
ENCFF770NYD.bed.gz,H3K4me2  
ENCFF172PLH.bed.gz,H3K36me3  
ENCFF784IZG.bed.gz,H3K27me3  
ENCFF512SDC.bed.gz,H3K4me3  
ENCFF136EDM.bed.gz,H2AFZ  
ENCFF001TYI.bed.gz,POLR2A  
ENCFF853ZMA.bed.gz,POLR2A  
ENCFF128ARX.bed.gz,H3K9me3  
ENCFF473POV.bed.gz,H3K36me3  
ENCFF235TWY.bed.gz,H3K4me3  
ENCFF522NXN.bed.gz,H3K27ac  
ENCFF447SVH.bed.gz,H3K4me1  
ENCFF001TCG.bed.gz,H4K20me1  
ENCFF407ILP.bed.gz,H3K27ac  
ENCFF138XMK.bed.gz,YY1  
ENCFF336ZXK.bed.gz,H3K27ac  
